label,tweet
joy,'Aplikasi pencatatan keuangan semacam money manager memang berguna ya. Jadi tahu sebenarnya pengeluaran kita per bulan itu berapa. Yg penting konsisten aja catetnya. Abis ngeluarin uang
sadness,'Wah sekarang udah gak ada tulisan itu ya? Apollo dengan Pollo aja udah berdamai dengan masa lalu
joy,Bukan perkara siapa yg lbh handal. Tapi bagaimana menghargai dan saling mengingatkan juga menjaga :') ada namanya terbuka dg cara yg baik untuk tetap saling bercengkrama kan ? #Tipssore 16.09WIT ~ : )
joy,'seneng deh baca tweet nya mantan PA konglomerat dan si pramugari yg lg viral itu.. jd kepengen ngetweet mengenai pengalaman kerja gue jd Kacung Kampret bertahun2
love,Assalamu'alaikum warahmatullahi wabarakatuh. Selamat pagi. Semoga Allah memberkahi Jumat kita dan menganugerahi kita kedamaian hati.
love,'Sosok jyoti itu apa? Knp gua bisa jadi secret admire lu? I like your ''typing''
fear,'Makin serem ya dunia ini... ga seindah yg gue bayangkan waktu kecil.. terlalu banyak org jahat
joy,'Pagi selalu mengajarkan kita
love,ga bisa dideskripsikan lah pokoknya bagaikan kasih sayang ibu ke anak-anaknya....... pdhl gue blm punya anak.. blm nikah jg si.. pacar aja jg gada.... pokoknya sayang anak-anakku semua
fear,asli parno bgt kebangun ada bunyi2 deket telinga dan ada yg nonjol gtu di balik gorden
fear,Sementara gue begitu ketakutan buat melanjutkan hubungan gue ke arah yang lebih serius dan malah memutuskan buat pisah dari laki-laki yang sayang banget sama gue.
anger,Mardani & [USERNAME] MINGKEM TIDAK bisa JAWAB ! Makanya Masyarakat CERDAS #JanganPilihPartaiOposan MENYESATKAN !!!!!
love,'Cinta yang baik juga harus bisa membuatmu menjadi lebih baik dari sebelumnya. Bila cintamu membuat hidupmu lebih buruk
love,'cinta itu aneh
sadness,doi liat tadinya mau di bersihin ama doi tapi tidak-enak kali ama yang lain
sadness,'Momen di mana kamu merasa seperti kamu harus tersenyum dan berpura-pura bahagia
anger,'namanya orangtua ya emang wajib kan bayarin anaknya sekolah ? jadi gada tu yang namanya buang2 duit !! semua yang udah dilakuin sama kita baik bener apa gak itu gabakal sia sia ! gausah takut gagal
joy,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Duh keren n matap ama dulur2 yg tiada hnti utk sayangi bumi smoga ditularkan didaerah seantero nkri
anger,'SAYA PALING TIDAK SUKA DENGAN ORANG SOMBONG. SAYA SAJA YANG TANAHNYA 7 HEKTAR
joy,Melihat senyum tulus di wajah orang yang kamu cintai adalah sumber kebahagiaan yang tak terbatas. ðâ?¤ï¸? #Heartwarming
sadness,Pengen berjuang buat dia tapi masih banyak hal selain cinta yg mesti dilakukan lagian dianya juga b aja ke saya Ke aku enggaa
anger,'Kuingin marah
sadness,'Dulu WA buat pacaran
anger,Pindah gedung bukanya pelayanan makin baik malah makin makin. Dikira waktuku cuma buat antri disini yah. Dikira ga ada kerjaan lain yah. Buset buset
joy,'Jangan lupa bahagia hari ini. Cukup jalani hidup dengan penuh bahagia. Ketika ada hal yg buat kamu sedih
anger,'Sedang terjadi: seorang teman yg pas kuliah dulu sering bgt ngatain Jokowi
sadness,'[USERNAME] tolong kab.Bekasi dibenahi tata kelola jalan rayanya
joy,'Setelah semaleman gabisa tidur
love,'heunggggg enggak malah aku sayang banget sama nenekku like tiap hari gak ngunjungin rumahnya itu kayak ada yang kurang. dulu tiap mau pergi sekolah
love,'karna manusia tadi saya belajar apa yang ia sukai
sadness,'Ketika hatimu terlalu berharap kepada seseorang
sadness,'Sebenernya teknik lumayan
love,'Hari ini adalah hari yang sangat sunyi bagiku
joy,'Ini Baru pemikiran Professor
love,selamaaaat paaaagi menjelang siang sayang kuuu semangat hari ini jaga kesehatan aku sayang kamuI love u bby [USERNAME]
love,'Ketika kamu merasa begitu mendalam terhubung dengan emosi seseorang
joy,'Tranquility Base Hotel + Casino - Arctic Monkeys (2018) Hampir serupa sama album AM yg kemaren
sadness,'dan bilang kamis itu dihadapan teman2 kerja tadi pagi pas lagi apel
fear,Ketika kamu merasa seperti kamu harus berjuang melawan rasa takut yang mengikat. ðð± #BreakingFreeFromFear
joy,'Ketika kamu menemukan pesan inspiratif di tempat yang tak terduga
love,Dan aku jatuh cinta pada pandangan matanya
anger,'Ada yg teriak2 Indonesia di serang TKA asal china
joy,'*seluruh kelas menertawakan yandi* ada yang nyeletuk bilang
sadness,Ya nggak salah sih itu akun RP kasih saran agar doa cepet terkabul. Cuma ya lebih kasian lagi sama yang udah nyoba sarannya tapi ternyata malah ga terkabul2 doanya..
joy,'Saya serius
anger,'Pernah nonton ga di satu video tentang Bullying? Coba cari dehh
fear,Pikiranku penuh dengan ketidakpastian saat aku berjalan sendirian di jalan yang sepi.
fear,'Khawatir sih
anger,'apa korelasinya antara bulan puasa sama parkiran kosong ? marenmaren aja w dibikin emoshi tyap hari gegara sulit banget dapet parkir .. giliran ga bawa mobil
anger,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa
anger,'Yth DP BPIP [USERNAME] Sangat berat menyandang gelar ''Pancasilais''.. Klo ''saya berusaha jadi Pancasilais'' itu baru oyeeee Seseorang bisa disebut ''Pancasilais'' bila dapat melaksanakan 36 butir nilai Pancasila dengan benar dan mendekati sempurna.'
love,'[USERNAME] Cowo romantis itu mah pokoknya cowo idaman menurut aku :)
anger,'Jd ada kenalan nih gue
anger,'Nah trs ai bakil pan
joy,'Bersama segenap dewan guru.. Terimakasih telah membimbing anak kami selama ini
sadness,'[USERNAME] Selalu seperti itu ri siklus nya
anger,[USERNAME] Iya di DM lewat twitter gitu tadi sempet selewat ngeliat. Sebenernya boleh aja minta hapus foto2 konser atau sue kalo mereka ga mau. Macem Jelpi. Tapi kalo nyuruh tutup sih bodoh sih.
anger,'Ketika ketidakadilan merajalela
joy,'Pengen cerita dari kemaren gak sempet. Beberapa hari yg lalu tarawih di masjid gak konsen banget posisi lagi apes. Gimana gak
sadness,'[USERNAME] [USERNAME] Berarti Yusufk09 seringnya nonton penyanyi dangdut yg cuma ''jual'' goyangan atau busana seksi dibanding suara bagus'
joy,'Gilak! G1 aja begini. Rakan dkk diborong. Mungkin kalo masuk 5 momon
sadness,'Udah lama nih ga ada chat yang isinya''selamat bobo sayang
anger,Thread ini dipersembahkan oleh wanita yg permisif terhadap pelecehan yg dialami wanita lainnya dengan alasan kejadian seperti itu banyak terjadi dan ga ada yg mengadukan. KHANMAEN.. [URL]
anger,Aku merasa seperti aku harus melawan dorongan untuk mengamuk dan melampiaskannya.
anger,'Temen pernah beli hp online dr Batam. Stlh di trf terus dihubungi pihak bea cukai bhw hpnya gabisa keluar krn dibilang BM. Katanya
sadness,'National Monument . Monas
sadness,'Terkadang inget dulu minat diri ini tuh pngn jadi pegawai BPOM
sadness,'Kadang suka bingung
joy,Barusan telponan sama temen SD. Dan happy banget dia mau ngasih gue kesempatan untuk melakukan hal yang pengen gue lakuin banget-nget-nget.
anger,'Kasus via Vallen
sadness,'Yang repot tu kalo sekedar baca tanpa dimengerti
fear,Hari ini jadwal presentasi proker di LPPM karna ada praktikum jadinya pak ketua di temani sekretaris 1. Tapi selaku penanggung jawab ada di sekretaris 2 jadi deg deg an ini. Bismillah pak ketua (Btw pen Upload foto pak ketua tapi jangan dulu yaa)
sadness,'Momen di mana kamu merasa seperti kamu berjalan dalam kegelapan
anger,'[USERNAME] Betul betul mbah sya juga heran kok masih ada prof
joy,'Masa keemasan bermain Badminton
sadness,Level kangen tertinggi cewek itu suka ngambek g jelas. Kalo sering2 ngambek berarti lagi kangen kangennya. Tapi sayang cowok itu kadang g peka.....
anger,[USERNAME] [USERNAME] Bukan kah pancasila milik semua WNI? Sejak orde baru berkuasa sampai sekarang adakah kedua golongan itu yang menolak azaz tunggal pancasila?
anger,'ELING GA SIH NIH 3????!!!!!! BIASANYA SECEPAT KILAT
sadness,'Kemarin ngelihat lamtur ngomongin tentang bank bni yang bermasalah. Awalnya dicuekin sih
joy,'Ketemu temen yang se manhaj dalam sastra dan bacaan itu rasanya kyk nemu harta karun.. Ngomongin karakter
love,'[USERNAME] Udh ngikutin mereka dri mreka debut
anger,'Akhirnya di tangkepin polisi
sadness,[USERNAME] Anak2 tetangga main mercon dari sore sampe malem. Jedar jedor suaranya mau dimarahin tapi masih anak2. Yaudah istighfar aja. Mercon yang mendekatkanku pada-Nya.
anger,Hati ini terbakar oleh kemarahan yang sulit untuk kutahan.
sadness,'Tak ingatkah kau dulu pernah berjanji bahagiakan diriku selamanya. Tam berartikah cinta kita yang lalu
sadness,'Mencintai kamu itu tidak sulit
sadness,'[USERNAME] [USERNAME] Sabar terus hehehee
anger,'[USERNAME] kalau ada perbedaan pendapat rasanya soal wajar
anger,'Gatau anjyr muak gue belajar bisnis internasional
sadness,Aku merasa seperti aku tak punya cukup kekuatan untuk melawan rasa sedih ini.
joy,'Setelah pertandingan
joy,'Masalah ga akan pernah menjauh
fear,'[askmf] aku maba. aku trmasuk orang yg susah cari temen. baru kmarin aku gabung sama grup fakultas pdhal grup itu udh ada sejak lama. aku bingung
joy,'Terimakasih
anger,bicara asal ngejiplak saja sok tahu sangat sih (at sos wisma slipi lt 7)
love,'Cuma liat notifikasi WA dibalas
anger,[USERNAME] saya rasa pantas anda dicemooh oleh orang banyak karena kalau anda mau dihargai maka hargai pembalap lain terutama yang sudah jauh lebih senior dari anda
anger,Rasa amarah ini membuatku merasa seperti aku akan meluapkan semuanya.
sadness,Rasa kesepian dan kehilangan ini membuatku merasa terisolasi dari dunia.
fear,Ini pas banget! Gue habis baca buku ada bule PDKT bilang cariin rumah sama.mobil. dicariin mobil sama rumah mewah si bule Ok dan niat kirim uang sekitar $100jt tp pake pos. Bilang sama hadiah lain. Tp gak masuk akal kirim yang sebanyak itu pake pos [URL]
joy,'Satu lagi
sadness,'[USERNAME] Sayang bgt gitu padahal vocal dia cocok buat energetic tpi yasudah lah Semoga aja my bby goeun selamat dan bisa nunjukin vocalnya dia di concept eval :'')'
sadness,'Jadi lokasinya tepat di tengah segara anakan yang tertutup mangrove
anger,niruin sistem sekolah lain tidak-kreatif amat jadi sekolah terlalu norak sih ya apa2 selalu pakai ungulan baru ngeliat ungulan ya hahaha
anger,yaelah cuma beb2an saja lagi kalau cowok saya beb2an tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya
anger,'Entah kenapa kalau jam segini belum bisa tidur tuh jadi keinget sama masalalu. Dimana orang2 yg menatap gua dgn wajah sinis
joy,'Terima kasih [USERNAME] Sudah memberi pelita pertelevisian dalam negeri
sadness,'Rasa sedih ini merusak hatiku
anger,'Ya congoni ma
joy,Masalah apapun yg Anda hadapi ga akan membuat Anda walaupun LEMAH/KALAH. Yang jelas masalah membuat pengalaman BERTAMBAH #JanganLupaBersyukur #AlwaysSayAlhamdulillah #Akurapopo
sadness,'[USERNAME] Kenapa ya ada ugm.cantik ugm.tampan tp ga ada ugm.juara ugm.berprestasi? Kan kalo fisik itu udh dari Tuhan
fear,'Hehe kak
sadness,sesak sekali tidak-sih kalau pacar direbut teman sendiri yang direbut tidak-punya otak yang ngerebut tidak-tahu malu
joy,'Alhamdulillahi Rabbil 'alamin.. Terimakasih atas segenap dukungan dan doa semua keluarga dan kerabat
sadness,'Aku rindu Tadi malam sebenarnya. Tapi sinyal menahanku. Jadi aku lanjutkan saja siang ini. [USERNAME] 
love,Rasanya gak pernah bosen denger suara rosa. Setiap denger dia nyanyi berasa makin sayang sama dia. Pengen yang terbaik buat dia yaampun gak pernah sesayang ini sama idola kaya sekarang ke dia. Love her so much
joy,Merasakan semangat baru yang menyala-nyala saat kamu mulai menjalankan hobi atau proyek baru. ð¥ð #NewPassion
anger,Bayangin ya klo kita ga suka ama seseorang masa harus di paksa suka sih duh saya mah ga bisa kaya gtu ga bisa drama ga demen ya gak biarpun bnyak duit mah klo ga suka mah ga suka aja .. iya gak sih ?
fear,'Nah
love,dalam hati aku menanti kuserahkan hati sebagai tanda ketulusan cinta
joy,Citacita menjadi pemenang giveaway akhirnya tercapai. [USERNAME] Yeayy. Voucher gratis makan pizzahut. Terima kasihh [USERNAME] telah memilihku. Terharu sekali
sadness,'Rasa sedih ini mengisi pikiranku
joy,Ramadhan kareem! Alhamdulilah berhasil menyelesaikan jeruji perkuliahan! Jelas ini semua tidak mungkin terjadi tanpa dukungan orang tua + [USERNAME]! Wkwk kado ultah ke 22 yg boleh laaaa [URL]
joy,Happy anniversary 2nd.. Semoga Allah SWT senantiasa melindungi dan menjaga kita dalam menempuh setiap langkah kehidupan. Dan lekas diberi kepercayaan tuk
joy,'Akhirnya punya full
anger,'[USERNAME] [USERNAME] [USERNAME] .....Kemudian kenapa jalan tol....?? Karna banyak swasta berinvestasi dijalan tol
sadness,Kuota tidak lain dan tidak bukan habis karena buka twitter :''( Kesel masternim pada maen twitter terus kenapa padaa sering upload fancam si pfft
love,'makin lama kenal
joy,'Yakin
fear,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L
joy,Tuhan terima kasih sdah mengirimkan org yg bsa sya bantu Ajar trus sya buat jadi org yg brnilai dan memiliki generosity mindset
anger,'Kalau orang yang digituin pakai hijab
anger,'[USERNAME] saya kalau pakai internet banking full site dari handphone
fear,'Diri ini penakut
anger,'Pernyataan paling mengganggu telinga malam ini keluar dr mulut Jubir Pemerintah Ali Mochtar Ngabalin: ''Pemerintah adalah representasi Tuhan di muka bumi.'' Makin dekaden nalar demokrasi kita kalo pandangan begitu dibiarkan menguasai istana. Ternyata sama aja dg Pak Tua itu tuh.'
joy,'Bismillah Salam PLUR slankers/i indonesia kita bakal ketemu di Moment yang sangat dinanti - nanti oleh kita semua. . . ''JAMBORE NASIONAL SLANKERS INDONESIA BERSAMA SLANK 2018'''
sadness,'dari mau tdr
sadness,'Lalu ai move to thamrin yekan. Krn bosen sm tanabang yg baju nya begitu begitu bae perasaan. Eh msk thamrin di basement
joy,#OldMoneyGaNgerasain itu mengingatkan masa kejayaan tahun 90an dan beruntung bisa ngerasain jadi anak pada jamannya. Semua tweet isi kekonyolan itu udah aku rasain juga.
sadness,'/am/ kita saling sayang dan aku udah coba nyatain kekamu
joy,[USERNAME] Kok banyak yg protes ye..ini pemain bagus buat sundulan..bayangin kalo oezil sama.xhaka kasih umpan lambung terus yang nyamber ini bocah..mayan kaga
love,Ketika kamu merasa begitu dekat dengan seseorang sehingga kamu merasa seperti kamu dapat mengisi kalimat yang belum selesai di pikiran mereka. ð¬â?¤ï¸? #MindReading
fear,'Lah masalahnya dia hatinya kayak pantat bayi
joy,'Lg ngebayangin
anger,ini hasil sekolah asal sekolah ... mikirlah Mahkamah Internasional itu punya kewenangan mengadili perkara genosida dsbnya ...
joy,'Kemarin buku #TSYGMC ini sempat di-twit oleh Mas Agus Noor untuk tagar #bacabuku-nya. Seneng gitu liatnya
sadness,'Ampun Tuhan
fear,Aku merasa seperti ada yang mengamati setiap gerakanku dari balik bayang-bayang.
sadness,'Tersenyum saja walau terpaksa saat kau di khianati sahabat atas janji dan sumpah setianya
fear,'ketika idung nyium bau bau gaenak lalu temen yg rumahnya lumayan jauh ngechat di wa ''kalian nyium bau gas ga ?'' NJIRRR IYA INI BAU GAS INI BUKAN GAS BERACUN KAN HUH ? KO JADI PARNO SIH'
sadness,nungu bis hahaha tidak-enak :( tol kebon jeruk - tomang)
sadness,'REVISI LAGI REVISI LAGI Ya Allah mantap sekaliiii. Emang harus diginiin miyah nih
anger,Pecat aja. Ngga mengemis pada pemerintah. Berhenti jd munafik.
sadness,'dulu aku begitu menginginkanmu menjadi nadi pada pergelangan tanganku
love,'Neng
fear,'Menunggu penjelasan dari yg bersangkutan dulu ndul... Boleh di cc ndul
love,'Momen di mana kamu merasa begitu terbawa oleh kebahagiaan saat bersama seseorang
anger,'Betul Min rakyat Indonesia sekarang harapan nya tinggal sama TNI saja
fear,'Ingat
love,'Saya menyayanginya dengan amat hati-hati
sadness,'Sayangnya aku cuma manusia biasa yang tidak bisa menolak datangnya cinta
anger,'Orang yang suka maksa juga bikin ilfeel dari awal. Sering banget kalo ngomong pake kata ''harus''
sadness,Lambaian tanganmu kurasakan pilu di dada. Kasih sayangku bertambah padamu... Air mata berlinang tak terasakan olehku. Nantikanlah aku di Teluk Bayur~
sadness,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati. sekira nya ga nerimain mah oke. terserah. kalau udah kecewa bakalan bodo amat. serius. atur sendiri
sadness,'bukan maksud membela diri
joy,'Menyumbangkan Suara Untuk Lagu hellomellopoppunk 
sadness,'Kenapa lebaran identik dengan baju baru
joy,'[USERNAME] [USERNAME] Setuju
anger,'Sebenarnya admin twitter [USERNAME] brp ribu orang si
sadness,'soalnya dulu lupa taun brp aku pernah coba main ask fm
anger,Ketika rasa marah membuatmu merasa seperti kamu bisa mengubah keadaan dengan amukanmu. ð¥ð¡ #ForceOfNature
anger,Aku merasa seperti aku harus melepaskan rasa marah ini sebelum aku meledak.
sadness,'jenuh ga bisa konsen
sadness,'Gak jadi include kemang karna yg dp gak jelas php doang
joy,'Ketika rencana yang kamu susun dengan hati-hati berjalan dengan sempurna
joy,'#Muktamar18IMM kali ini agaknya merupakan Muktamar yg 'keren'. Muktamar yang 'sadar' jaman. Terlihat dengan pemaksimalan website dan media internet lainnya. Dari countdown acara
sadness,Aku merasa hancur oleh rasa sedih yang tak terkendali.
anger,Greget.......perasaan lama amat....apa emg guenya yg gasabaran..... tpnya geh yah...huhu gabisa sabar...apa emg blm di update sm shoppe..... [USERNAME]
sadness,'Saat kamu merasakan kekosongan yang tumbuh di dalam dirimu
sadness,'Rambut diacak acak kagak suka
joy,'Berusaha ikhlas dan pasrah. Hasil? serahin sama yg diatas. Allah udh ngatur segalanya
sadness,'Aku malu
joy,'Precious feeling gue bener pasti dapet rappline. Pas
